Text,Sentiment
" *laughs* I`m glad that you have self confidence - it`s a wonderful trait to have  I`ll applaud extra loud for it, okay?",positive
  Thanks,positive
twittering after 2 days!,neutral
Getting ready for week  Its too nice today to be stuck inside working!,positive
I am tres depressed,negative
"Felt like ****, behaved like my son; ate to compensate. Pigged out on home-roasted sugar almonds. Painful tum, threw up, still feel sick.",negative
Happy Mothers Day people. i love my mom a lot still,positive
 I`m sorry to hear that.,negative
" That`s awesome dude, yay for surprise celebrities!  I got to meet him a few years ago, he was soooo friendly.",positive
" it makes me happy to hear a girl talk, or tweet, about the nba. but... could you give my nuggets some love?!",positive
Is getting the hang of Twitter.,neutral
You know your neck is jacked up when you are forced to pay for parking bc you can`t turn you head to parallel park in the free spaces...,negative
I want it BACK NOW!,neutral
Going to miss my roomie ... We will no longer be roomies starting tomorrow,negative
"bathing with two little angels, Keyla and Janice.",neutral
" Yep, finished, chocked full of spelling and grammatical errors, but I`m cleaning it up tomorrow and popping it up  hehe",negative
 HAHAHHA lol true that! i always remember my BD but i can never remember what date or even day it is,neutral
"Family is here,hanging with them",neutral
Watching Ellen Love her!! then doing the dishes  and tanning ...it`s gorgeous out!,positive
 what`s goin on hun?  I`m worried about you,negative
 Im not bannished... but I am at work till 6,negative
" Morning! If I get to see it, I`ll let you know. Right now, I`m going to go see Wolverine.",neutral
" red top tabloids, build em up, knock em down",neutral
tonight in party w/ my girls (minus vita),positive
  why not now you made me sad I thought you`d be jumping for joy,neutral
 Simple my,neutral
"The pics I just uploaded are the baby pics of my cats. Missy is now an adult and a pretty little kitty, but Batty is in kitten heaven now",neutral
" I saw the play of it here, it was amazing",positive
i am glad to break my twitter virginity with you two.,positive
Dinner with the fam... I have missed them,negative
"Live That`s what I want. More the better. Bound to be a few bad eggs though, but they will soon learn.",neutral
Hell yeah Kellynn got a Twitter. Finally.,neutral
" I know   It was worth a shot, though!",positive
"Just opened a facebook account, I`m a little confused I don`t really get it. Twitter seems much better",positive
Ship. I`m stuck.,negative
DUSTBIN BABY ON AT 11.30 Cannot wait  x,positive
" Not going to dwell on it. It happened, it`s passed. Just a shame as he was so supportive! Such is life!  x",negative
whats the day going on,neutral
It looks like the office TV DOES get MLB Network,neutral
Home empty handed.  No comics found today.  I shall now indulge in my cupcakes from Magnolia Bakery.,neutral
Laying in bed til workkk... Oh the life. Definitely pinched a nerve.,negative
today is a busy day. exhausting!,negative
" I was going to go on Sunday, but now I`ve got too much going on that weekend",neutral
 Sorry to hear ur flight got cancelled  that blows!!!,negative
ohh my tooth is hurts ohh  im sad it very hurts,negative
"Before I get too distracted, I`d like to thank my new followers for taking the trouble to follow me! And to my others: feelin the love",positive
 u think u have bills Ha!Ii just finished paying mine that`s y I`m broke,negative
 Not sure it didn`t say it was 2 big. I jst saw the pics of u on ur last bday. You looked so pretty!! I miss you!!,neutral
sore throat. Planning the TET outing to Marwell though...good times,neutral
mcfly gig last nightt omg it was amazin didnt sit down through the whole thing  mcfly did you see me and ma best mate we were in tutus,positive
2 days without sleep and now a migraine. I thought life postR01 was meant to be relaxing,negative
 There!,neutral
?sucks!?..,negative
 whens the sway sway winner announced?,neutral
 K will check it out...,neutral
" doing pretty well, up and wide awake",positive
"i want to wake up early, and get a coffee tomorrow (today) !  it`s going to be a busyy day! but have to keep writing.. booo whoo!",neutral
I Miss Daddy and Mommy,negative
"My dog is officially depressed that my brother`s dogs are gone. He doesn`t want to go outside and when we did, he play half-heartedly.",negative
I just realized that I can`t forward text msgs with my iPhone.,neutral
"My frist post... Off to find a new car for my parents, exciting!",positive
Argh noo! Missed The Killers on Wossy!  That sucks! Missed out on Brandon. Total failure! Anyone know if it`s repeated? Must investigate!,negative
seriously bored without anyone to talk to... but not tired enough for sleep,negative
 I am lost. Please help me find a good home.,negative
"It`s a Peter & Gordon morning  -> And I, go to pieces and I wanna hide / Go to pieces and I almost die / Ever... ? http://blip.fm/~5yk38",neutral
Ok so I`ve now got a bit of a bad back after lifting all drum hardware into my car   downer.,negative
 LMAO... Smh!  that one threw me off.,neutral
 oh nice going!,positive
Is getting ready for work... Working all weekend,neutral
Gonna celebrate Mothers Day with the family but gonna start the partying tonite,positive
 i agree with you!,positive
 I only do computers. Am hopeless at everything else,negative
"90 degrees, gross skies, and thunderstorms...perfect match for my mood  lol",positive
_2nd aww thanks!,positive
 Sorry RB is on PS3 for me,negative
I saw amazing heeels. But they were too big,neutral
I just stuck my finger down my throat and there are a bunch of bumps on my tongue & throat.,negative
dang last url went down  ? http://blip.fm/~7aigm,negative
" ohoh i missed all ur tweets  im gonna have to stay awake all night to see the announcement now, **** time difference",negative
go to hell.,negative
 Damnit all. That sucks.  You were one of the ones I thought I`d drag back lol,negative
 my boss. She`s moving to NYC,neutral
this is sooo crazy i have fever..,negative
is spending her Saturday morning taking notes for a research essay because some stupid **** recalled the book I`m using. Not fair,negative
I think i need some new friends,neutral
 Looking forward to your gig in Ireland!!!  See ya there!,neutral
I' watching a movie name Adimurie,positive
aww  you loooove me,positive
"is hungry, twitter.  i want food.",neutral
awesome lucky you,positive
" yea, i should know.. but tell me EVERYTHING!  ps: send me direct messages telling..   haha",neutral
" haha im jewish, i love that one",positive
"had a great time out in the beer garden wit the boyos !! I think the sun got to me a bit though, feel a bit ill !!",neutral
